id,occurrence_id,last_modified,callnumber,title,scientificname,collector,collecting_date,latitude,longitude,datum,geographic_continent,geographic_country,geographic_stateprovince,geographic_county,geographic_municipality,geographic_locality,common_name,type,format,era,geographic_culture,identified_by,identification_references,previous_identifications,associated_references
2914000,urn:uuid:20a7b980-3f4f-4450-a8fc-4df53be1e3f9,2018-03-04T00:09:49.000Z,YPM IZ 040568,"Chaetobranchus sanguineus; YPM IZ 040568 (SYNTYPE); North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; West Haven; Savin Rock; Verrill, A. E.; 1872-05",Chaetobranchus sanguineus,"Verrill, A. E.",1872-05,41.27455087,-72.96366179,WGS84,North America,USA,Connecticut,New Haven County,West Haven,Savin Rock,marine bristleworms; segmented worms; animals,,,,,,"Verrill, Addison E. 1873. Report upon the invertebrate animals of Vineyard Sound and the adjacent waters, with an account of the physical characters of the region. Rept. U.S. Fish Comm. (1871-1872):.",Enoplobranchus sanguineus|Chaetobranchus sanguineus,"HYPOTYPE. See: Nogueira, Joao M. 2008. Review of Some Terebelliform Polychaetes (Polychaeta: Terebelliformia) at the Yale Peabody Museum. Bulletin of the Peabody Museum of Natural History. 49 (2): 209-234.|SYNTYPE. See: Verrill, Addison E. 1873. Report upon the invertebrate animals of Vineyard Sound and the adjacent waters, with an account of the physical characters of the region. Rept. U.S. Fish Comm. (1871-1872):."
2914002,urn:uuid:637237f5-a9b6-452b-b84a-46640d04e179,2018-03-04T00:09:49.000Z,YPM IZ 040569,"Chaetobranchus sanguineus; YPM IZ 040569 (SYNTYPE); North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; West Haven; Savin Rock; Verrill, A. E.; 1872-05",Chaetobranchus sanguineus,"Verrill, A. E.",1872-05,41.27455087,-72.96366179,WGS84,North America,USA,Connecticut,New Haven County,West Haven,Savin Rock,marine bristleworms; segmented worms; animals,,,,,,"Verrill, Addison E. 1873. Report upon the invertebrate animals of Vineyard Sound and the adjacent waters, with an account of the physical characters of the region. Rept. U.S. Fish Comm. (1871-1872):.",Enoplobranchus sanguineus|Chaetobranchus sanguineus,"HYPOTYPE. See: Nogueira, Joao M. 2008. Review of Some Terebelliform Polychaetes (Polychaeta: Terebelliformia) at the Yale Peabody Museum. Bulletin of the Peabody Museum of Natural History. 49 (2): 209-234.|SYNTYPE. See: Verrill, Addison E. 1873. Report upon the invertebrate animals of Vineyard Sound and the adjacent waters, with an account of the physical characters of the region. Rept. U.S. Fish Comm. (1871-1872):."
2914004,urn:uuid:e6a9f1e4-ca98-4154-ac95-66d10e8c033e,2017-06-27T23:16:16.000Z,YPM IZ 040570,"Chaetobranchus sanguineus; YPM IZ 040570 (SYNTYPE); North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; West Haven; Savin Rock; Verrill, A. E.; 1872-05",Chaetobranchus sanguineus,"Verrill, A. E.",1872-05,41.27455087,-72.96366179,WGS84,North America,USA,Connecticut,New Haven County,West Haven,Savin Rock,marine bristleworms; segmented worms; animals,,,,,,"Verrill, Addison E. 1873. Report upon the invertebrate animals of Vineyard Sound and the adjacent waters, with an account of the physical characters of the region. Rept. U.S. Fish Comm. (1871-1872):.",Enoplobranchus sanguineus|Chaetobranchus sanguineus,"HYPOTYPE. See: Nogueira, Joao M. 2008. Review of Some Terebelliform Polychaetes (Polychaeta: Terebelliformia) at the Yale Peabody Museum. Bulletin of the Peabody Museum of Natural History. 49 (2): 209-234.|SYNTYPE. See: Verrill, Addison E. 1873. Report upon the invertebrate animals of Vineyard Sound and the adjacent waters, with an account of the physical characters of the region. Rept. U.S. Fish Comm. (1871-1872):."
2953546,urn:uuid:000b6009-58a5-4c8b-a9b4-39e520a26b3d,2016-03-06T17:10:26.000Z,YPM IZ 008769.CR,"Chiridotea caeca; YPM IZ 008769.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; West Haven, Savin Rock; Addison E. Verrill; 1873-09",Chiridotea caeca,Addison E. Verrill,1873-09,41.27455087,-72.96366179,WGS84,North America,USA,Connecticut,New Haven County,"West Haven, Savin Rock",,isopods; malacostracans; crustaceans; arthropods; animals,,,,,Addison E. Verrill,,Chiridotea caeca,Det. by: Addison E. Verrill
2953726,urn:uuid:28747e02-9a95-41b0-bdcb-40e68b268067,2019-01-11T23:19:15.000Z,YPM IZ 008950.CR,"Chiridotea caeca; YPM IZ 008950.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven; Verrill, A. E.; 1878",Chiridotea caeca,"Verrill, A. E.",2/20/1905,41.30723064,-72.92453112,WGS84,North America,USA,Connecticut,New Haven County,New Haven,,isopods; malacostracans; crustaceans; arthropods; animals,,,,,Eric A. Lazo-Wasem,,Chiridotea caeca,Det. by: Eric A. Lazo-Wasem 1989
4329971,urn:uuid:0e472990-f357-4b66-9787-cc2cf800bd6d,2018-03-07T23:22:22.000Z,YPM IZ 091154,"Chiridotea coeca; YPM IZ 091154; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; West Haven, Savin Rock; Verrill, A. E.; 1877-10",Chiridotea coeca,"Verrill, A. E.",1877-10,41.27455087,-72.96366179,WGS84,North America,USA,Connecticut,New Haven County,"West Haven, Savin Rock",,isopods; malacostracans; crustaceans; arthropods; animals,,,,,,,Chiridotea coeca|Idotea coeca,|Det. by: Oscar Harger
4329967,urn:uuid:2c25a2a9-796c-464f-8a18-0fcce4619261,2018-03-07T23:22:22.000Z,YPM IZ 091155,"Chiridotea coeca; YPM IZ 091155; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; West Haven, Savin Rock; Verrill, A. E.; 1877-10",Chiridotea coeca,"Verrill, A. E.",1877-10,41.27455087,-72.96366179,WGS84,North America,USA,Connecticut,New Haven County,"West Haven, Savin Rock",,isopods; malacostracans; crustaceans; arthropods; animals,,,,,,,Chiridotea coeca|Idotea coeca,|Det. by: Oscar Harger
4329959,urn:uuid:d8841dda-ac00-4c32-8aa4-c49dfeed8904,2018-03-07T23:22:22.000Z,YPM IZ 091156,"Chiridotea coeca; YPM IZ 091156; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; West Haven, Savin Rock; Verrill, A. E.; 1877-10",Chiridotea coeca,"Verrill, A. E.",1877-10,41.27455087,-72.96366179,WGS84,North America,USA,Connecticut,New Haven County,"West Haven, Savin Rock",,isopods; malacostracans; crustaceans; arthropods; animals,,,,,,,Chiridotea coeca|Idotea coeca,|Det. by: Oscar Harger
2926286,urn:uuid:4910fcec-0976-42f6-a6f2-53c630fca3ea,2018-03-04T00:09:49.000Z,YPM IZ 000221.AN,"Cirratulus grandis; YPM IZ 000221.AN (SYNTYPE?); North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; Stony Creek; Verrill, A. E.; 1871-05-15",Cirratulus grandis,"Verrill, A. E.",1871-05-15,41.27900056,-72.79675835,WGS84,North America,USA,Connecticut,New Haven County,Stony Creek,,marine bristleworms; segmented worms; animals,,,,,,"Verrill, Addison E. 1873. Report upon the invertebrate animals of Vineyard Sound and the adjacent waters, with an account of the physical characters of the region. Rept. U.S. Fish Comm. (1871-1872):.",Cirratulus grandis,"SYNTYPE?. See: Verrill, Addison E. 1873. Report upon the invertebrate animals of Vineyard Sound and the adjacent waters, with an account of the physical characters of the region. Rept. U.S. Fish Comm. (1871-1872):."
2926293,urn:uuid:b862fe93-1c1c-4add-9cc5-1169bcef3bfe,2016-03-08T09:58:26.000Z,YPM IZ 000228.AN,"Cirratulus grandis; YPM IZ 000228.AN; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; West Haven, Savin Rock; Addison E. Verrill; 1870-10",Cirratulus grandis,Addison E. Verrill,1870-10,41.27455087,-72.96366179,WGS84,North America,USA,Connecticut,New Haven County,"West Haven, Savin Rock",,marine bristleworms; segmented worms; animals,,,,,,,Cirratulus grandis,
2926527,urn:uuid:e2795f56-0c89-477d-b6c8-37b60ba1f428,2018-03-04T00:09:49.000Z,YPM IZ 000778.AN,"Cirratulus grandis; YPM IZ 000778.AN (SYNTYPE?); North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; Stony Creek; Verrill, A. E.; 1872-05",Cirratulus grandis,"Verrill, A. E.",1872-05,41.27900056,-72.79675835,WGS84,North America,USA,Connecticut,New Haven County,Stony Creek,,marine bristleworms; segmented worms; animals,,,,,,"Verrill, Addison E. 1873. Report upon the invertebrate animals of Vineyard Sound and the adjacent waters, with an account of the physical characters of the region. Rept. U.S. Fish Comm. (1871-1872):.",Cirratulus grandis,"SYNTYPE?. See: Verrill, Addison E. 1873. Report upon the invertebrate animals of Vineyard Sound and the adjacent waters, with an account of the physical characters of the region. Rept. U.S. Fish Comm. (1871-1872):."
2921637,urn:uuid:b55112e8-9775-4a57-bd9e-a9078e8ea185,2016-03-08T09:58:26.000Z,YPM IZ 043711,"Cirratulus; YPM IZ 043711; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven, South End; Addison E. Verrill; 1875-11",Cirratulus,Addison E. Verrill,1875-11,41.30723064,-72.92453112,WGS84,North America,USA,Connecticut,New Haven County,"New Haven, South End",,marine bristleworms; segmented worms; animals,,,,,Addison E. Verrill,,Cirratulus,Det. by: Addison E. Verrill
2926238,urn:uuid:7ecf0152-0a7f-4b08-ba37-55aeb55ee0ef,2019-02-12T23:18:56.000Z,YPM IZ 000169.AN,Cistenides gouldii; YPM IZ 000169.AN (SYNTYPE); North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1866,Cistenides gouldii,A. E. Verrill and class,2/8/1905,,,,North America,USA,Connecticut,,,,marine bristleworms; segmented worms; animals,,,,,,"Verrill, Addison E. 1873. Report upon the invertebrate animals of Vineyard Sound and the adjacent waters, with an account of the physical characters of the region. Rept. U.S. Fish Comm. (1871-1872):.",Cistenides gouldii|Cistenides gouldii,"SYNTYPE. See: Hartman, Olga. 1942. A review of the types of polychaetous annelids at the Peabody Museum of Natural History, Yale University. Bulletin of the Bingham Oceanographic Collection. 8: 1-98.|SYNTYPE. See: Verrill, Addison E. 1873. Report upon the invertebrate animals of Vineyard Sound and the adjacent waters, with an account of the physical characters of the region. Rept. U.S. Fish Comm. (1871-1872):."
2924724,urn:uuid:9ec30192-7d47-48dc-ba9f-3b45f62f8b11,2016-03-08T09:58:26.000Z,YPM IZ 044674,"Cistenides gouldii; YPM IZ 044674; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; West Haven, Savin Rock; Addison E. Verrill",Cistenides gouldii,Addison E. Verrill,,41.27455087,-72.96366179,WGS84,North America,USA,Connecticut,New Haven County,"West Haven, Savin Rock",,marine bristleworms; segmented worms; animals,,,,,,,Cistenides gouldii,
2079617,urn:uuid:b4d8db6c-2662-4fa4-8b68-4872ce9a0f83,2018-04-20T23:19:49.000Z,YPM IZ 000261.PR,"Clathria prolifera; YPM IZ 000261.PR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; near New Haven; Verrill, A. E.",Clathria prolifera,"Verrill, A. E.",,41.30723064,-72.92453112,WGS84,North America,USA,Connecticut,New Haven County,,near New Haven,demosponges; sponges; animals,,,,,,,Clathria prolifera|Microciona prolifera,|Det. by: Addison E. Verrill
2908008,urn:uuid:37401aef-d29d-4a08-b741-1bc205ae2ed0,2018-03-24T23:18:18.000Z,YPM IZ 007049.PR,"Clathria prolifera; YPM IZ 007049.PR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New London County; Noank; Verrill, A. E.",Clathria prolifera,"Verrill, A. E.",,41.35785047,-72.02754388,WGS84,North America,USA,Connecticut,New London County,Noank,,demosponges; sponges; animals,,,,,,,Clathria prolifera|Microciona prolifera,|Det. by: Willard D. Hartman
2908466,urn:uuid:4419cf14-617e-4db4-8329-3551c64a85a8,2017-01-20T23:21:32.000Z,YPM IZ 007494.PR,"Clathria prolifera; YPM IZ 007494.PR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; Branford, Thimble Islands; Outer Island; Verrill, A. E.",Clathria prolifera,"Verrill, A. E.",,41.27900056,-72.79675835,WGS84,North America,USA,Connecticut,New Haven County,"Branford, Thimble Islands",Outer Island,demosponges; sponges; animals,,,,,,,Clathria prolifera|Microciona prolifera,|
3359692,urn:uuid:ccf06be1-8951-4d21-bebe-a8d2d3696e66,2018-09-18T23:25:47.000Z,YPM IZ 008732.PR,"Clathria prolifera; YPM IZ 008732.PR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven; South End; Verrill, A. E.; 1874",Clathria prolifera,"Verrill, A. E.",2/16/1905,41.30723064,-72.92453112,WGS84,North America,USA,Connecticut,New Haven County,New Haven,South End,demosponges; sponges; animals,,,,,,,Clathria prolifera|Microciona prolifera,|
2926354,urn:uuid:8037d45e-a8e5-4300-8942-5bced842f600,2016-03-08T09:58:26.000Z,YPM IZ 000402.AN,Clepsine sp.; YPM IZ 000402.AN; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven; South End; Addison E. Verrill; 1866-12,Clepsine sp.,Addison E. Verrill,1866-12,41.30723064,-72.92453112,WGS84,North America,USA,Connecticut,New Haven County,New Haven,South End,leeches; segmented worms; animals,,,,,,,Clepsine sp.,
4252186,urn:uuid:40b5dc48-47bd-499d-8656-2d3f29643790,2018-04-21T23:16:19.000Z,YPM IZ 000476.PR,"Cliona celata; YPM IZ 000476.PR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven; Verrill, A. E.",Cliona celata,"Verrill, A. E.",,41.30723064,-72.92453112,WGS84,North America,USA,Connecticut,New Haven County,New Haven,,demosponges; sponges; animals,,,,,,,Cliona celata|Cliona sulphurea,|Det. by: Addison E. Verrill
3361215,urn:uuid:ceea7732-17ad-40de-b8b0-4831dd0acff6,2019-02-12T23:18:56.000Z,YPM IZ 008882.PR,"Cliona; YPM IZ 008882.PR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; Guilford; Falkner Island; Verrill, A. E.; 1873",Cliona,"Verrill, A. E.",2/15/1905,41.32137348,-72.69292233,WGS84,North America,USA,Connecticut,New Haven County,Guilford,Falkner Island,demosponges; sponges; animals,,,,,,,Cliona,
2928723,urn:uuid:e018b01b-5623-4092-8ec9-fc90c89cb0a1,2016-03-09T10:37:09.000Z,YPM IZ 002904.AN,Clymenella torquata; YPM IZ 002904.AN; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven; Addison E. Verrill,Clymenella torquata,Addison E. Verrill,,41.30723064,-72.92453112,WGS84,North America,USA,Connecticut,New Haven County,New Haven,,marine bristleworms; segmented worms; animals,,,,,,,Clymenella torquata,
2884217,urn:uuid:31f032e3-88b1-4a93-8ff3-5e1192038dac,2017-09-21T16:24:50.000Z,YPM IZ 050110,"Conopeum reticulum; YPM IZ 050110; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven; Verrill, A. E.; 1868",Conopeum reticulum,"Verrill, A. E.",2/10/1905,41.30723064,-72.92453112,WGS84,North America,USA,Connecticut,New Haven County,New Haven,,marine bryozoans; bryozoans; animals,,,,,"Raymond C. Osburn, Lou W. Hutchins",,Conopeum reticulum,"Det. by: Raymond C. Osburn, Lou W. Hutchins 1942"
4469052,urn:uuid:598761db-7ee3-4c84-9e08-39472769f089,2018-07-10T23:15:50.000Z,YPM IZ 102172,"Copepoda; YPM IZ 102172; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; Guilford, Faulkner's Island; Verrill, A. E.; 1870-10-02",Copepoda,"Verrill, A. E.",1870-10-02,41.32137348,-72.69292233,WGS84,North America,USA,Connecticut,New Haven County,"Guilford, Faulkner's Island",,copepods; crustaceans; arthropods; animals,,,,,,,Copepoda,
4469042,urn:uuid:0408f780-3efc-4ef9-bef6-be0ae7b7d15b,2018-07-10T23:15:50.000Z,YPM IZ 102175,"Copepoda; YPM IZ 102175; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; Guilford, Faulkner's Island; Verrill, A. E.; 1870-10-02",Copepoda,"Verrill, A. E.",1870-10-02,41.32137348,-72.69292233,WGS84,North America,USA,Connecticut,New Haven County,"Guilford, Faulkner's Island",,copepods; crustaceans; arthropods; animals,,,,,,,Copepoda,
4470426,urn:uuid:120b9f96-159c-4f14-877e-c7e71c128a14,2018-07-10T23:15:50.000Z,YPM IZ 102191,"Copepoda; YPM IZ 102191; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New London County; Noank; Verrill, A. E.; 1874",Copepoda,"Verrill, A. E.",2/16/1905,41.35785047,-72.02754388,WGS84,North America,USA,Connecticut,New London County,Noank,,copepods; crustaceans; arthropods; animals,,,,,,,Copepoda,
2913082,urn:uuid:5572695b-e83d-4c53-af0d-7e6f56333539,2019-02-12T23:18:56.000Z,YPM IZ 006204.CR,"Crangon crangon; YPM IZ 006204.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New London County; Stonington; Off Stonington; Verrill, A. E.; 1873-04",Crangon crangon,"Verrill, A. E.",1873-04,41.36829536,-71.90668548,WGS84,North America,USA,Connecticut,New London County,Stonington,Off Stonington,crabs and shrimps; malacostracans; crustaceans; arthropods; animals,,,,,,,Crangon crangon|Crangon vulgaris,|Det. by: Addison E. Verrill
2947277,urn:uuid:e0e545d8-dcfe-4693-980d-d81803906091,2019-02-12T23:18:56.000Z,YPM IZ 000080.CR,Crangon vulgaris; YPM IZ 000080.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1865,Crangon vulgaris,A. E. Verrill and class,2/7/1905,,,,North America,USA,Connecticut,,,,crabs and shrimps; malacostracans; crustaceans; arthropods; animals,,,,,,,Crangon vulgaris,
2929351,urn:uuid:461ac3e0-fe85-4226-8537-1c83724dcdc9,2019-02-12T23:18:56.000Z,YPM IZ 000291.BV,"Crassostrea virginica; YPM IZ 000291.BV; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven?; Verrill, A. E.",Crassostrea virginica,"Verrill, A. E.",,41.3113,-72.9246,WGS84,North America,USA,Connecticut,New Haven County,,New Haven?,bivalves; molluscs; animals,,,,,,,Crassostrea virginica,
2889383,urn:uuid:89fef6c7-5303-4dc3-8e61-327362d36eef,2019-02-12T23:18:56.000Z,YPM IZ 014391.GP,"Crepidula convexa var. glauca; YPM IZ 014391.GP; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; Verrill, A. E.; 1885-05",Crepidula convexa var. glauca,"Verrill, A. E.",1885-05,,,,North America,USA,Connecticut,,,,snails and slugs; molluscs; animals,,,,,Percy A. Morris,,Crepidula convexa var. glauca,Det. by: Percy A. Morris
2947305,urn:uuid:166cc152-1db0-43c9-aaad-68f2ecac44f9,2016-03-06T17:10:26.000Z,YPM IZ 000109.CR,Crustacea; YPM IZ 000109.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven; A. E. Verrill and class; 1865,Crustacea,A. E. Verrill and class,2/7/1905,41.30723064,-72.92453112,WGS84,North America,USA,Connecticut,New Haven County,New Haven,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947308,urn:uuid:4184a111-e039-4275-9510-93dd283f575c,2019-02-12T23:18:56.000Z,YPM IZ 000112.CR,Crustacea; YPM IZ 000112.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1866,Crustacea,A. E. Verrill and class,2/8/1905,,,,North America,USA,Connecticut,,,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947309,urn:uuid:2f5143a7-d8ef-477a-bab8-fa6e0f979ad8,2019-02-12T23:18:56.000Z,YPM IZ 000113.CR,Crustacea; YPM IZ 000113.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1866,Crustacea,A. E. Verrill and class,2/8/1905,,,,North America,USA,Connecticut,,,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947315,urn:uuid:17718611-fcef-414c-8731-de0f2538757b,2019-02-12T23:18:56.000Z,YPM IZ 000119.CR,Crustacea; YPM IZ 000119.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1866,Crustacea,A. E. Verrill and class,2/8/1905,,,,North America,USA,Connecticut,,,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947316,urn:uuid:bd00ffea-339c-4a99-8e6f-0c2fc03d71a4,2019-02-12T23:18:56.000Z,YPM IZ 000120.CR,Crustacea; YPM IZ 000120.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1866,Crustacea,A. E. Verrill and class,2/8/1905,,,,North America,USA,Connecticut,,,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947318,urn:uuid:019e4ea2-b347-443a-9bda-86444b6ed814,2019-02-12T23:18:56.000Z,YPM IZ 000122.CR,Crustacea; YPM IZ 000122.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1866,Crustacea,A. E. Verrill and class,2/8/1905,,,,North America,USA,Connecticut,,,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947320,urn:uuid:e1d7b369-d3ed-4e57-a36a-93bd043bfe16,2019-02-12T23:18:56.000Z,YPM IZ 000124.CR,Crustacea; YPM IZ 000124.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1866,Crustacea,A. E. Verrill and class,2/8/1905,,,,North America,USA,Connecticut,,,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947323,urn:uuid:ce9d6ac3-0154-4a4f-9cc7-2bad6f0d3437,2019-02-12T23:18:56.000Z,YPM IZ 000127.CR,Crustacea; YPM IZ 000127.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1866,Crustacea,A. E. Verrill and class,2/8/1905,,,,North America,USA,Connecticut,,,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947324,urn:uuid:9792ef65-047f-482e-98b8-52f8be14efa2,2019-02-12T23:18:56.000Z,YPM IZ 000128.CR,Crustacea; YPM IZ 000128.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1866,Crustacea,A. E. Verrill and class,2/8/1905,,,,North America,USA,Connecticut,,,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947325,urn:uuid:53e91030-e3cb-417e-8ac5-7b6812c7e5e3,2019-02-12T23:18:56.000Z,YPM IZ 000129.CR,Crustacea; YPM IZ 000129.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1866,Crustacea,A. E. Verrill and class,2/8/1905,,,,North America,USA,Connecticut,,,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947326,urn:uuid:3e056c50-b65a-4f0e-a222-61d078ab90a1,2019-02-12T23:18:56.000Z,YPM IZ 000130.CR,Crustacea; YPM IZ 000130.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1866,Crustacea,A. E. Verrill and class,2/8/1905,,,,North America,USA,Connecticut,,,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947327,urn:uuid:8105e499-bcc7-463d-9964-0fa478458c3c,2019-02-12T23:18:56.000Z,YPM IZ 000131.CR,Crustacea; YPM IZ 000131.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1866,Crustacea,A. E. Verrill and class,2/8/1905,,,,North America,USA,Connecticut,,,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947330,urn:uuid:4d6e69a7-c7c3-4b36-88c5-3d3c058ebe44,2019-02-12T23:18:56.000Z,YPM IZ 000134.CR,Crustacea; YPM IZ 000134.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1866,Crustacea,A. E. Verrill and class,2/8/1905,,,,North America,USA,Connecticut,,,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947332,urn:uuid:a8131e7e-bd91-4f33-a392-29f1d38fbdfc,2019-02-12T23:18:56.000Z,YPM IZ 000136.CR,Crustacea; YPM IZ 000136.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1865,Crustacea,A. E. Verrill and class,2/7/1905,,,,North America,USA,Connecticut,,,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947333,urn:uuid:46fd6c50-c40e-4ffd-a5a5-4b0073f2dfa5,2019-02-12T23:18:56.000Z,YPM IZ 000137.CR,Crustacea; YPM IZ 000137.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1866,Crustacea,A. E. Verrill and class,2/8/1905,,,,North America,USA,Connecticut,,,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947345,urn:uuid:518657de-c08a-4d24-afd7-2706e1824326,2019-02-12T23:18:56.000Z,YPM IZ 000149.CR,Crustacea; YPM IZ 000149.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; A. E. Verrill and class; 1865,Crustacea,A. E. Verrill and class,2/7/1905,,,,North America,USA,Connecticut,,,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947619,urn:uuid:780667b9-8a17-41ce-b2a5-ae5795452e55,2015-12-04T19:24:39.000Z,YPM IZ 000413.CR,Crustacea; YPM IZ 000413.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven; Addison E. Verrill,Crustacea,Addison E. Verrill,,41.30723064,-72.92453112,WGS84,North America,USA,Connecticut,New Haven County,New Haven,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947621,urn:uuid:3edca87b-c90c-4a97-8724-91d61f48153c,2015-12-03T18:03:03.000Z,YPM IZ 000414.CR,Crustacea; YPM IZ 000414.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven; Addison E. Verrill,Crustacea,Addison E. Verrill,,41.30723064,-72.92453112,WGS84,North America,USA,Connecticut,New Haven County,New Haven,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947623,urn:uuid:8d88690c-5711-4919-a9b2-fd123595f32b,2015-12-05T17:12:02.000Z,YPM IZ 000415.CR,Crustacea; YPM IZ 000415.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven; Addison E. Verrill,Crustacea,Addison E. Verrill,,41.30723064,-72.92453112,WGS84,North America,USA,Connecticut,New Haven County,New Haven,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947735,urn:uuid:f3515cd6-b315-4515-a7bf-5aab47378593,2015-12-06T11:47:16.000Z,YPM IZ 000496.CR,Crustacea; YPM IZ 000496.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven; A. E. Verrill and class; 1867-05/1867-05,Crustacea,A. E. Verrill and class,1867-05/1867-05,41.30723064,-72.92453112,WGS84,North America,USA,Connecticut,New Haven County,New Haven,,crustaceans; arthropods; animals,,,,,,,Crustacea,
2947736,urn:uuid:204259b5-0e18-4106-9f95-9ab37b267059,2019-02-12T23:18:56.000Z,YPM IZ 000497.CR,Crustacea; YPM IZ 000497.CR; North America; Atlantic Ocean; Long Island Sound; USA; Connecticut; New Haven County; New Haven; A. E. Verrill and class,Crustacea,A. E. Verrill and class,,41.30723064,-72.92453112,WGS84,North America,USA,Connecticut,New Haven County,New Haven,,crustaceans; arthropods; animals,,,,,,,Crustacea,
